Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
UK,2020,Renault,"$4,108 ",1028,14.9,32654,PHEV,69203,YES
Netherlands,2023,Renault,"$42,846 ",1154,26.26,110928,BEV,16050,YES
France,2021,Tesla,"$48,317 ",2155,,100632,PHEV,53164,Yes
USA,2022,Renault,"$30,634 ",4454,22.05,92160,HEV,4423,no
China,2024,Chevrolet,"$29,077 ",,18.25,88977,PHEV,68868,
France,2024,Volkswagen,"$6,566 ",1666,28.05,65454,BEV,9583,yes
India,2022,Volkswagen,"$38,557 ",1998,27.99,127950,PHEV,29941,no
Japan,2016,Renault Inc,,3271,19.25,,PHEV,26692,yes
UK,2016,Nissan,"$17,379 ",3005,8.35,24772,PHEV,34488,YES
Netherlands,2018,Tesla,"$21,959 ",4372,2.8,67974,HEV,,
China,2017,Kia,"$5,557 ",1116,8.91,39297,BEV,25118,no
UK,2017,Volkswagen,"$7,174 ",1381,14.14,24391,HEV,68541,No
India,2019,Nissan,"$46,009 ",4612,19.12,60996,PHEV,50915,Yes
Germany,2015,Tesla,"$14,043 ",,21.31,24187,PHEV,39459,Yes
Netherlands,2021,Kia,"$40,327 ",4489,14.49,115954,PHEV,,no
USA,2024,Ford,"$48,336 ",4215,,118513,BEV,4543,YES
China,2019,BYD,"$48,692 ",3651,11.41,110126,HEV,30055,YES
Netherlands,2017,Tesla,"$6,616 ",771,20.55,74037,HEV,36411,YES
India,2015,Hyundai,"$28,319 ",1245,28.1,84763,PHEV,27238,No
China,2015,Renault,"$39,591 ",753,2.71,53329,PHEV,16772,No
Norway,2022,Hyundai,"$11,133 ",1364,8.1,62471,BEV,65551,No
Japan,2017,Hyundai,"$37,355 ",2841,6.88,114946,PHEV,25318,Yes
Netherlands,2020,Chevrolet,"$14,295 ",3274,25.09,102989,BEV,22747,no
France,2024,Tesla,"$23,734 ",,26.19,36016,PHEV,,no
India,2015,Ford,"$34,331 ",3758,,56260,HEV,36500,No
Japan,2021,BMW,,1882,11.86,,HEV,26460,yes
Netherlands,2016,Ford,"$12,655 ",,15.46,107583,PHEV,4717,yes
Netherlands,2017,Volkswagen,"$1,874 ",497,12.25,16301,HEV,65442,YES
China,2016,Renault,"$24,064 ",1950,4.22,49335,PHEV,64572,YES
India,2021,Tesla,,257,12.25,,PHEV,26259,Yes
China,2022,Volkswagen,"$32,896 ",,29.66,53040,PHEV,79191,yes
China,2019,Renault,"$41,236 ",4462,9.8,86692,HEV,37380,
Japan,2020,Hyundai,"$12,699 ",1852,21.62,44881,HEV,79651,YES
UK,2021,Chevrolet,,1821,,,HEV,28003,YES
India,2022,Nissan,"$17,051 ",4192,5.62,21919,BEV,42274,no
Japan,2015,Kia,"$39,218 ",732,26.79,54359,BEV,12537,No
UK,2019,Nissan,"$30,901 ",2821,24.4,38531,BEV,44461,
Germany,2022,Renault,"$15,278 ",3343,24.92,107213,BEV,9629,no
Netherlands,2023,BYD,"$8,860 ",3829,18.64,45929,HEV,54270,Yes
France,2016,Kia,"$11,727 ",4386,6.65,88755,HEV,54651,no
France,2017,Nissan,"$3,845 ",2675,15.36,82747,PHEV,75861,No
Netherlands,2018,Volkswagen,"$5,940 ",3656,11.64,27204,PHEV,20121,No
UK,2021,Kia,"$19,315 ",1397,28.33,62712,PHEV,20749,
Canada,2016,Tesla,,4652,10.9,,BEV,52591,no
Canada,2021,BMW,"$44,633 ",3917,25.19,132557,PHEV,67220,No
UK,2020,Tesla,"$27,664 ",3553,10.48,79929,BEV,51109,Yes
Netherlands,2016,Hyundai,"$39,046 ",3553,27.02,75908,BEV,15821,no
UK,2021,BYD,"$8,082 ",830,13.53,63658,PHEV,53236,Yes
Japan,2015,BYD,"$45,721 ",4006,22.5,139047,PHEV,9900,yes
India,2024,BYD,"$33,985 ",,20.78,49999,PHEV,73083,No
Norway,2018,BMW,"$38,464 ",2029,11.96,125263,HEV,44374,No
China,2021,BMW,"$39,959 ",2305,17.47,93154,HEV,37326,No
France,2017,Renault,"$5,793 ",708,10.57,103322,HEV,79347,no
Norway,2015,BYD,"$18,729 ",4024,7.05,88447,BEV,50615,YES
Norway,2018,Hyundai,"$6,260 ",460,,9175,HEV,75651,YES
netherlands,2019,BMW,"$7,576 ",325,20.45,59104,PHEV,67798,Yes
France,2023,Chevrolet,"$9,819 ",2935,,69215,HEV,27998,Yes
China,2017,BYD,,3478,5.02,,BEV,21405,Yes
Canada,2021,Hyundai,"$14,982 ",4419,26.83,101425,PHEV,24426,no
Netherlands,2015,Hyundai,"$42,989 ",,,98746,PHEV,15436,no
Netherlands,2018,Kia,"$16,990 ",866,,70126,HEV,29962,no
Canada,2018,Chevrolet,"$38,736 ",4722,11.53,106522,HEV,56891,yes
Japan,2022,Tesla,"$13,764 ",1621,,22692,BEV,35558,no
Norway,2020,Nissan,"$1,367 ",2779,17.63,6183,HEV,36916,no
Germany,2020,Tesla,"$48,338 ",3391,1.69,114702,PHEV,14157,No
USA,2016,BMW,"$9,822 ",4346,17.82,90033,PHEV,78271,Yes
India,2016,Chevrolet,"$14,350 ",,20.73,49772,PHEV,77964,
USA,2019,BMW,"$11,811 ",3743,,52390,BEV,74878,YES
India,2015,Ford,"$10,964 ",,4.04,57275,PHEV,11300,YES
Norway,2020,Chevrolet,"$35,063 ",2437,29.84,52391,HEV,27654,yes
UK,2019,BMW,"$6,714 ",406,3.81,35266,BEV,36377,yes
Japan,2019,Ford,"$26,234 ",155,3.86,106392,PHEV,29875,YES
France,2023,BYD,"$23,726 ",3111,13.96,88380,PHEV,18744,
Norway,2022,Renault,"$23,934 ",2848,20.83,73851,PHEV,47745,no
Germany,2018,BYD,"$1,407 ",1193,23.21,16171,PHEV,25409,no
France,2015,Kia,"$8,890 ",1066,13.33,50432,PHEV,48324,yes
UK,2024,Ford,"$48,696 ",3375,7.82,71359,BEV,6951,No
Norway,2023,BYD,"$15,675 ",2845,28.55,105292,PHEV,13167,YES
UK,2023,Renault,"$9,269 ",,5.51,76825,PHEV,78381,
Norway,2020,BYD,"$37,112 ",3583,23.68,111562,BEV,9802,no
UK,2016,BYD,"$41,788 ",556,,91086,PHEV,20565,No
China,2017,Kia,"$28,117 ",816,28.57,115024,HEV,49384,No
China,2016,Kia,"$19,624 ",4535,14.79,58293,HEV,27272,No
Germany,2016,Ford,"$12,342 ",,12.72,15424,PHEV,54804,No
Japan,2018,Volkswagen,"$26,761 ",4596,4.82,89217,PHEV,21180,Yes
India,2023,Ford,"$46,835 ",2785,14.37,81103,HEV,67551,No
Japan,2017,BYD,"$43,793 ",2064,20.39,99263,HEV,78402,Yes
UK,2022,Tesla,"$45,515 ",2716,16.99,78676,HEV,68635,yes
Netherlands,2018,BYD,"$6,886 ",2575,8.04,68652,HEV,22400,YES
China,2018,Hyundai,"$25,141 ",,15.62,45473,HEV,16201,no
China,2023,Kia,"$45,882 ",1050,10.41,103507,HEV,41327,Yes
France,2024,BMW,"$20,079 ",513,12.45,30612,HEV,48576,no
Norway,2023,BMW,"$41,416 ",,21.15,123145,PHEV,67917,no
Canada,2015,Kia,"$7,512 ",2997,7.45,68700,PHEV,47576,yes
China,2024,Tesla,"$11,211 ",3736,18.34,21726,PHEV,21193,
USA,2021,Nissan,"$45,207 ",2141,20.69,109299,HEV,60595,YES
Norway,2019,Volkswagen,"$9,700 ",1327,13.53,56294,BEV,1016,No
UK,2023,Ford,"$37,938 ",1812,23.27,117824,HEV,15450,yes
france,2020,Tesla,"$1,973 ",959,22.77,40052,BEV,59967,YES
India,2022,BYD,"$30,610 ",2746,23.26,33556,BEV,22943,no
Germany,2016,Volkswagen,"$16,240 ",,22.78,91952,HEV,45651,yes
USA,2018,Nissan,"$37,769 ",3436,13.65,63370,HEV,33850,No
USA,2017,BYD,"$41,632 ",1008,27.87,127693,PHEV,53034,yes
Norway,2023,Kia,"$45,561 ",2853,,70307,HEV,79348,yes
France,2019,BMW,"$27,186 ",3094,5.52,74138,PHEV,48143,no
Germany,2023,Nissan,"$22,168 ",3112,11.41,121279,BEV,37516,no
Germany,2023,Tesla,"$6,078 ",3906,2.71,62998,HEV,67473,YES
Norway,2019,Ford,"$8,095 ",434,9.87,12146,BEV,60481,no
Japan,2021,Hyundai,"$12,738 ",3220,19.82,82869,BEV,2267,yes
Japan,2020,Nissan,$921 ,3276,16.5,90970,PHEV,63453,YES
Netherlands,2020,Kia,"$49,617 ",3949,1.38,55005,PHEV,68958,Yes
Japan,2021,Tesla,"$40,494 ",1087,5.79,114346,PHEV,3843,no
Canada,2018,Nissan,"$28,515 ",4121,3.42,125152,PHEV,47546,No
Germany,2024,BYD,"$37,492 ",3304,11.24,88069,PHEV,36169,No
France,2016,BYD,"$42,209 ",4849,24.14,72907,HEV,63415,yes
UK,2023,Renault,"$49,695 ",1569,2.47,71273,BEV,29842,yes
Canada,2017,Kia,"$17,031 ",2180,,108254,HEV,8297,Yes
Netherlands,2023,Renault,"$4,663 ",,3.43,62882,PHEV,25448,
Netherlands,2019,Ford,"$4,116 ",3733,21.56,82209,HEV,39648,No
Germany,2022,BMW,"$14,596 ",,21.49,89875,BEV,8391,YES
France,2022,Tesla,"$9,855 ",1318,13.59,48450,HEV,63740,Yes
USA,2015,BMW,"$33,327 ",1643,5.75,115079,HEV,,No
Netherlands,2024,Renault,"$8,360 ",345,11.72,89360,BEV,39865,Yes
USA,2019,Volkswagen,"$6,958 ",969,13.34,79982,HEV,,yes
UK,2019,Volkswagen,"$25,041 ",1131,8.02,70817,HEV,63323,YES
Netherlands,2016,Chevrolet,"$25,218 ",2988,15.66,35478,HEV,8636,Yes
France,2019,Ford,,4197,14.05,,PHEV,16941,
France,2020,Volkswagen,"$3,935 ",3789,20.25,92654,PHEV,34733,YES
USA,2020,Renault,"$7,944 ",1189,28.56,23554,BEV,67036,yes
USA,2015,Ford,"$5,054 ",59,15.48,56193,PHEV,62971,YES
UK,2015,BYD,"$46,559 ",1125,28.98,84761,PHEV,28700,no
Germany,2019,Ford,"$4,067 ",1668,27.69,31694,PHEV,,Yes
France,2017,Kia,,4386,4.96,,HEV,41785,Yes
India,2017,Nissan,"$36,083 ",980,18.42,135594,PHEV,17643,no
Canada,2023,Tesla,"$5,525 ",4368,17.71,51783,PHEV,35527,no
Norway,2021,Kia,"$24,398 ",3804,21.38,37730,BEV,10593,Yes
Germany,2017,Nissan,"$30,607 ",3339,24.5,111515,BEV,54164,YES
USA,2019,Chevrolet,"$35,360 ",2977,4.29,54419,PHEV,28188,Yes
Japan,2024,Nissan,"$33,555 ",795,15.74,46384,HEV,74673,
Netherlands,2017,Ford,"$25,002 ",,2.89,61753,BEV,,no
Canada,2020,Tesla,"$22,785 ",3025,13.34,67205,HEV,34379,No
France,2021,Ford,"$36,791 ",3712,23.33,113266,PHEV,60469,No
USA,2018,Nissan,"$30,753 ",1638,20.47,39660,HEV,4372,No
India,2015,BMW,"$28,072 ",,14.4,54714,PHEV,4139,Yes
Canada,2016,Chevrolet,"$12,143 ",,13.36,73260,BEV,29780,No
Netherlands,2017,Volkswagen,"$41,449 ",293,12.65,80942,BEV,49352,yes
Netherlands,2018,Volkswagen,"$29,908 ",612,28.71,67751,BEV,79314,Yes
France,2017,Volkswagen,"$39,430 ",810,16.05,70588,HEV,48401,no
China,2024,BMW,"$13,492 ",3944,12.73,31248,PHEV,22971,yes
India,2017,BMW,"$7,571 ",,15.82,93382,HEV,7586,no
Germany,2023,Nissan,"$20,203 ",,22.2,57938,BEV,67358,Yes
Netherlands,2022,Ford,"$33,489 ",3947,16.89,71145,HEV,30665,
India,2017,Hyundai,"$13,999 ",2170,28.21,90652,BEV,70529,No
India,2016,Chevrolet,"$19,482 ",1676,25.71,100356,PHEV,31173,no
UK,2023,Renault,"$38,025 ",2124,27.43,61650,HEV,45894,YES
Canada,2016,Tesla,"$32,350 ",97,,73233,BEV,3703,No
Germany,2018,Tesla,"$11,651 ",2428,4.39,78175,PHEV,35515,Yes
Canada,2023,Tesla,"$8,732 ",2148,25.25,65927,BEV,65108,YES
Canada,2019,Ford,"$19,035 ",3947,15.7,53011,HEV,1599,No
Japan,2018,Tesla,"$4,209 ",2166,1.9,10932,HEV,56704,No
Canada,2019,BMW,"$43,036 ",2828,14.32,66658,BEV,25844,Yes
Japan,2015,Tesla,"$41,240 ",4788,21.31,59446,BEV,52747,Yes
China,2020,Renault,"$25,001 ",3963,8.77,103196,BEV,56387,no
UK,2016,BMW,"$25,726 ",1644,7.86,30802,BEV,39210,YES
Norway,2020,Renault,"$26,431 ",3515,21.28,118243,HEV,67038,Yes
USA,2020,Chevrolet,"$13,256 ",2423,19.64,70814,BEV,38487,no
Canada,2015,Ford,"$41,016 ",,14.19,44886,HEV,5758,No
France,2016,Volkswagen,"$46,306 ",3477,17.53,97556,HEV,41558,no
USA,2017,Volkswagen,"$10,085 ",,8.41,66689,BEV,38039,YES
Netherlands,2020,BYD,"$4,823 ",2404,28.5,11284,BEV,41831,
Netherlands,2016,BMW,"$34,530 ",1721,13.73,66704,PHEV,34208,YES
India,2015,Tesla,"$19,692 ",2572,25.28,30939,PHEV,27038,Yes
France,2016,Renault,"$28,270 ",2215,21.71,81903,BEV,20564,
France,2024,Renault,"$13,633 ",1740,22.68,73974,PHEV,24545,YES
Germany,2019,Tesla,"$41,277 ",,24.3,110348,HEV,54866,yes
France,2020,Tesla,,4275,22.74,,HEV,79243,
Norway,2022,Chevrolet,"$13,360 ",1036,7.49,99126,HEV,42280,Yes
UK,2019,Volkswagen,"$24,658 ",4105,6.99,76422,BEV,24810,no
India,2019,Renault,"$44,624 ",1836,23.83,61557,PHEV,31034,No
Germany,2015,Hyundai,"$2,447 ",3341,23.02,84293,PHEV,17303,yes
France,2018,Tesla,"$48,282 ",4684,28.36,91989,PHEV,15465,YES
Canada,2022,BMW,"$10,725 ",266,16.66,14716,PHEV,18801,Yes
USA,2015,Chevrolet,"$24,644 ",4987,29.03,44580,BEV,15155,yes
Netherlands,2022,Chevrolet,"$21,617 ",2052,15.67,59877,PHEV,37326,yes
France,2019,BMW,"$43,081 ",3668,20.83,81629,HEV,,No
Canada,2023,BYD,"$20,168 ",2176,3.66,115602,PHEV,63970,YES
Japan,2018,Volkswagen,"$30,407 ",4461,5.11,116719,PHEV,76998,no
France,2023,Renault,"$36,979 ",1596,21.49,111177,BEV,73940,No
India,2018,Volkswagen,"$46,601 ",1655,23.25,75375,PHEV,9556,YES
USA,2017,Nissan,"$46,623 ",4624,8.52,62487,HEV,59989,YES
China,2019,Nissan,"$34,249 ",2405,21.36,52554,HEV,78474,yes
Netherlands,2019,BMW,"$16,818 ",3668,10.95,55638,PHEV,62800,Yes
Germany,2019,Tesla,"$5,906 ",,14.37,37722,PHEV,13850,yes
France,2022,Tesla,"$13,101 ",2078,24.52,72592,BEV,34380,No
India,2016,Hyundai,"$7,786 ",1886,11.24,95494,PHEV,10926,yes
france,2024,Kia,"$45,008 ",2929,24.17,56010,PHEV,49586,YES
Germany,2022,BMW,"$3,701 ",762,6.67,31749,PHEV,41324,YES
Japan,2021,Nissan,"$1,841 ",514,25.58,55475,BEV,62491,yes
China,2017,BYD,"$6,065 ",,,87548,PHEV,73053,yes
India,2017,Chevrolet,"$14,787 ",3647,,18209,PHEV,30060,no
India,2024,Nissan,"$47,228 ",683,15.6,62018,PHEV,26168,
Canada,2024,Renault,"$24,519 ",2789,1.74,54273,PHEV,56614,YES
India,2022,Ford,"$20,022 ",4519,11.56,96462,BEV,27921,Yes
UK,2017,Kia,"$17,183 ",4234,28.62,32186,PHEV,72656,no
France,2021,BYD,"$41,753 ",1883,23.39,114461,HEV,23706,no
Norway,2024,BMW,"$18,972 ",1782,8.01,26852,BEV,,No
Japan,2021,Ford,"$29,449 ",3436,26.64,114293,PHEV,23844,yes
USA,2021,Nissan,,4798,2.24,,BEV,44322,No
Canada,2024,BYD,"$21,204 ",3504,24.04,110176,PHEV,10212,YES
Japan,2023,BYD,"$38,464 ",3153,26.11,135387,HEV,6678,No
USA,2020,Ford,"$1,882 ",2940,10.68,42764,PHEV,61510,Yes
Netherlands,2019,Renault,"$42,702 ",1715,13.93,84432,HEV,32051,Yes
Germany,2024,Tesla,"$12,629 ",1689,12.29,43031,HEV,3704,no
UK,2022,Renault,"$27,527 ",1758,3.58,53750,PHEV,28384,no
Japan,2020,Hyundai,"$32,645 ",134,26.35,46412,BEV,19354,No
China,2016,Renault,"$49,277 ",2772,13.39,100243,PHEV,,no
Japan,2024,Chevrolet,"$3,601 ",4161,26.29,21116,HEV,25806,Yes
Germany,2023,Tesla,"$33,662 ",3583,2.63,125706,BEV,44915,yes
China,2021,Hyundai,"$5,560 ",4660,13.32,50458,BEV,6589,no
USA,2019,Nissan,"$12,112 ",2514,4.08,90663,HEV,46440,YES
China,2017,Kia,"$36,244 ",1481,14.24,109375,HEV,63093,yes
Norway,2024,Chevrolet,"$46,672 ",3991,21.46,135144,PHEV,62166,
Japan,2017,Tesla,"$18,781 ",2202,16.06,69632,HEV,43861,YES
Netherlands,2019,Renault,"$35,446 ",742,,82806,BEV,64252,no
USA,2015,BYD,"$32,809 ",522,8.5,37565,PHEV,71030,
France,2021,BMW,"$34,547 ",2231,26.58,71527,BEV,52738,YES
India,2020,Kia,"$19,652 ",4348,17.24,81224,BEV,34043,yes
USA,2024,BMW,"$12,795 ",3873,2.66,73219,BEV,67345,yes
UK,2020,Kia,"$30,644 ",3988,1.97,64046,HEV,11273,YES
Germany,2023,Ford,"$25,530 ",4549,16.61,103469,PHEV,20039,No
France,2015,Kia,"$14,517 ",991,22.18,28100,BEV,33919,YES
Netherlands,2024,Tesla,"$47,525 ",3304,18.37,58039,PHEV,39416,no
Netherlands,2015,Renault,"$2,011 ",2268,17,54905,BEV,25225,Yes
Canada,2023,Renault,"$21,346 ",4586,23.41,72700,HEV,27188,no
USA,2020,Nissan,"$45,500 ",1580,,125253,HEV,42999,YES
India,2017,Ford,"$7,109 ",,9.63,57431,PHEV,6151,no
USA,2015,BMW,"$6,906 ",198,10.63,80587,BEV,14133,no
Netherlands,2019,BMW,"$12,709 ",3342,22.29,106210,BEV,75681,Yes
Canada,2021,Hyundai,"$47,625 ",1635,14.44,67033,HEV,13521,no
India,2017,BYD,"$22,378 ",650,11.77,44464,BEV,17923,no
China,2019,BYD,"$16,725 ",,17.76,115235,PHEV,38206,No
Japan,2024,Volkswagen,"$20,385 ",3957,15.25,74074,PHEV,7716,Yes
France,2015,Tesla,"$16,588 ",4296,23.62,23193,PHEV,57492,No
Japan,2020,BMW,"$40,090 ",3331,19.99,53260,BEV,57045,
China,2020,Tesla,"$9,433 ",4195,17.41,34247,HEV,1818,YES
France,2018,Renault,"$8,934 ",4324,22.54,22003,BEV,58198,no
Netherlands,2019,Nissan,"$33,280 ",3027,22.91,67737,BEV,53290,YES
Japan,2017,Chevrolet,"$12,432 ",686,1.12,26724,HEV,48631,Yes
Canada,2021,Nissan,"$26,399 ",2875,7.35,103629,HEV,35533,no
Germany,2023,Tesla,"$15,737 ",1563,25.56,108834,PHEV,5866,Yes
Netherlands,2020,Nissan,"$8,929 ",3327,3.76,98302,BEV,51736,yes
France,2019,BYD,"$34,575 ",2095,13.64,133097,BEV,25104,YES
France,2023,Hyundai,$791 ,3696,21.82,98804,HEV,63845,yes
Norway,2019,Chevrolet,"$24,650 ",587,29.15,76025,HEV,33078,Yes
France,2024,Chevrolet,"$12,768 ",2662,21.05,25001,PHEV,31496,YES
India,2015,Kia,"$18,306 ",2619,26.56,98702,BEV,,YES
Germany,2016,Ford,"$8,750 ",,25.83,31060,HEV,33206,no
Canada,2016,Hyundai,,1582,1.64,,BEV,13842,no
Netherlands,2022,Ford,"$37,991 ",3422,12.22,41967,BEV,8426,no
France,2017,Hyundai,"$23,387 ",2144,3.33,30873,BEV,40258,yes
USA,2019,BYD,"$47,382 ",1954,8.07,54355,PHEV,47215,Yes
Norway,2019,BMW,"$49,126 ",4989,9.04,55647,PHEV,13891,no
China,2021,Chevrolet,"$17,295 ",1941,11.15,29304,BEV,45291,no
Norway,2016,BMW,"$48,796 ",2934,7.44,137434,HEV,35828,yes
India,2015,BMW,"$36,602 ",4905,,93944,PHEV,34712,No
France,2021,BYD,"$27,323 ",1272,,108497,PHEV,39052,Yes
UK,2023,Kia,"$23,765 ",185,25.64,99810,PHEV,46532,YES
France,2018,Volkswagen,"$31,602 ",3377,,75236,BEV,75992,Yes
Netherlands,2015,Chevrolet,"$11,869 ",2955,,91623,PHEV,13410,YES
Germany,2022,Nissan,"$30,230 ",2675,13.9,97181,HEV,25172,
India,2017,Hyundai,"$3,184 ",3376,5.14,10364,BEV,47779,No
UK,2019,Renault,"$3,059 ",4954,11.96,60127,HEV,19113,YES
Germany,2016,Nissan,"$43,361 ",4769,1.27,46944,BEV,27250,YES
Norway,2021,Ford,"$3,555 ",1668,4.02,65087,BEV,10933,no
Germany,2021,BYD,"$32,479 ",,6.63,44902,PHEV,35482,Yes
USA,2017,Hyundai,"$44,656 ",3341,18.93,80410,PHEV,37312,yes
China,2019,Volkswagen,"$23,863 ",711,28.01,104814,HEV,57414,yes
USA,2022,Volkswagen,"$47,552 ",4270,17.41,52435,PHEV,32712,yes
France,2024,Renault,"$19,824 ",1830,10.58,114731,HEV,37139,No
Germany,2019,Volkswagen,"$41,795 ",1934,29.46,139735,PHEV,29436,no
China,2017,Chevrolet,"$3,288 ",4135,5.31,45822,BEV,43973,YES
Netherlands,2019,Chevrolet,"$11,333 ",763,,107817,BEV,8488,no
USA,2019,Tesla,"$40,474 ",1030,3,92587,HEV,16770,no
China,2015,Kia,"$7,135 ",,3.72,58069,BEV,66526,No
Canada,2021,Hyundai,"$32,168 ",,13.99,46037,BEV,75755,Yes
India,2022,Renault,"$41,297 ",299,8.91,118876,BEV,10570,
France,2021,Volkswagen,"$7,386 ",1968,21.37,76105,PHEV,4774,
Norway,2021,Volkswagen,"$29,518 ",3929,13.45,64063,BEV,3566,Yes
Netherlands,2021,Nissan,"$43,363 ",2771,4.13,117303,HEV,68117,Yes
India,2020,BYD,"$14,566 ",,5.79,66203,HEV,23129,yes
Norway,2024,Volkswagen,"$31,345 ",2630,19.43,90517,HEV,3673,YES
Germany,2020,Renault,"$38,561 ",1728,5.91,92491,BEV,35608,Yes
Germany,2023,BYD,"$17,420 ",3315,9.92,60544,PHEV,8587,YES
Japan,2023,BYD,"$4,027 ",309,28.67,74526,PHEV,38455,Yes
France,2023,Nissan,"$37,439 ",3869,23.36,107670,BEV,75648,No
France,2015,Nissan,"$32,559 ",1533,14.33,88842,PHEV,64853,yes
China,2016,Hyundai,"$20,501 ",2710,1.84,85384,PHEV,59147,no
Japan,2023,Renault,"$13,839 ",3376,12.13,44382,PHEV,36930,No
China,2019,Renault,,124,16.86,,BEV,,no
Japan,2018,Tesla,"$29,544 ",4955,22.56,93305,BEV,72484,no
Germany,2016,Renault,"$47,961 ",1815,24.88,74973,PHEV,64696,YES
UK,2023,BMW,"$13,477 ",3438,,113237,PHEV,33835,Yes
Netherlands,2020,Hyundai,"$2,362 ",1812,14.46,47753,HEV,74855,yes
Netherlands,2024,Renault,"$39,163 ",,11.97,137927,HEV,59611,No
Germany,2022,Kia,"$12,702 ",,15.99,99360,BEV,34135,YES
Netherlands,2022,Kia,"$23,085 ",2614,26.61,38982,HEV,22291,no
China,2022,Hyundai,"$33,326 ",4266,10.66,38833,BEV,29854,YES
Norway,2016,BYD,"$48,020 ",3955,28.22,141834,PHEV,41185,no
Netherlands,2016,Kia,"$25,572 ",1376,28.8,52999,BEV,56535,no
France,2018,Volkswagen,"$44,590 ",2854,4.74,96231,BEV,14607,YES
Netherlands,2023,BYD,"$35,602 ",,3.06,126212,BEV,62776,no
UK,2024,BYD,"$49,364 ",3399,9.82,78574,HEV,,YES
Netherlands,2019,Hyundai,"$44,588 ",2701,24.82,107836,PHEV,,yes
UK,2020,Volkswagen,"$30,500 ",4571,,67052,HEV,46321,YES
Norway,2024,Volkswagen,"$47,850 ",3733,22.15,130945,BEV,45963,yes
Japan,2022,BMW,"$6,191 ",3542,21.73,90654,HEV,44114,Yes
Germany,2015,Kia,"$13,982 ",2115,12.15,22067,HEV,28937,yes
Canada,2022,Tesla,"$21,063 ",1150,22.84,29449,HEV,60150,No
Japan,2016,Volkswagen,,3183,14.07,,BEV,50810,yes
China,2021,Kia,"$11,530 ",4956,22.22,28176,PHEV,29812,No
USA,2023,Kia,"$23,922 ",2463,17.35,112867,BEV,,Yes
france,2024,Ford,"$39,766 ",3051,5.94,57260,PHEV,22571,no
Canada,2017,BMW,"$34,986 ",,2.98,36111,HEV,49814,No
China,2022,Hyundai,"$19,818 ",2212,28.64,28408,PHEV,35850,No
Netherlands,2017,Ford,,3952,16.98,,PHEV,16058,Yes
China,2021,Hyundai,"$14,801 ",2473,21.15,54135,HEV,44525,Yes
China,2016,Ford,"$41,486 ",2284,4.76,107422,BEV,30519,
UK,2022,Volkswagen,"$26,204 ",4123,12.77,103068,HEV,56881,Yes
Netherlands,2015,Hyundai,"$25,232 ",1299,25.64,31952,BEV,60115,no
India,2016,Volkswagen,"$5,653 ",2986,,44672,HEV,17587,yes
Netherlands,2020,Ford,"$18,706 ",1369,11.49,26677,HEV,57577,yes
USA,2021,Kia,"$10,007 ",4047,1.94,98709,BEV,79694,
India,2023,Kia,"$26,274 ",2926,27.53,84212,BEV,69498,YES
China,2016,Renault,"$14,116 ",1377,,85862,BEV,33390,Yes
UK,2016,Renault,,2919,29.84,,HEV,16993,yes
India,2017,Tesla,"$27,359 ",4504,2.85,55459,HEV,63284,yes
USA,2022,Volkswagen,"$40,523 ",2672,5.14,139630,PHEV,,no
Netherlands,2023,BYD,"$11,517 ",4463,,97566,BEV,45974,No
UK,2022,BYD,"$46,978 ",4626,10.05,96522,PHEV,19050,yes
UK,2017,BYD,"$40,657 ",,20.84,53431,BEV,35968,YES
China,2024,Nissan,"$12,642 ",993,5.22,85229,HEV,5115,No
Canada,2024,Volkswagen,"$19,524 ",1983,,26895,BEV,40355,YES
Canada,2022,Renault,"$32,920 ",2425,6.55,108536,BEV,68419,YES
USA,2024,Tesla,"$5,321 ",3832,7.7,28328,BEV,3477,No
USA,2024,Renault,"$13,635 ",1473,13.22,89673,HEV,30236,Yes
India,2016,Nissan,$868 ,1273,10.47,74966,BEV,8139,yes
Netherlands,2020,BMW,"$27,641 ",1828,18.38,30528,PHEV,12975,YES
Norway,2016,Tesla,"$49,711 ",554,23.33,97034,HEV,51382,YES
Norway,2018,BYD,"$24,426 ",568,22.51,47873,PHEV,75397,no
Japan,2017,Hyundai,"$25,333 ",1080,15.49,47863,PHEV,48060,YES
UK,2023,Nissan,"$16,256 ",4032,19.39,82466,PHEV,8288,Yes
China,2021,Volkswagen,"$9,492 ",1495,23.11,60316,BEV,78702,yes
France,2016,Kia,"$28,565 ",4432,19.11,58866,HEV,56267,Yes
Netherlands,2015,Renault,"$4,394 ",3856,28.92,47548,BEV,52176,YES
USA,2021,Kia,"$30,721 ",2820,,65057,BEV,24853,YES
India,2017,Hyundai,"$35,213 ",356,29.22,113694,BEV,42573,Yes
India,2022,Nissan,"$40,399 ",115,29.43,114646,HEV,13105,YES
India,2018,Hyundai,"$30,646 ",3878,7.51,92910,HEV,76596,Yes
UK,2024,Hyundai,"$5,933 ",1448,11.38,28227,PHEV,71096,Yes
Canada,2018,Renault,"$17,083 ",4434,,58698,PHEV,27863,no
Canada,2019,Volkswagen,"$47,463 ",4903,8.04,71647,PHEV,36175,yes
Netherlands,2017,Chevrolet,,3801,15.04,,PHEV,52998,yes
India,2015,Kia,"$39,776 ",3321,18.62,73670,PHEV,22990,YES
