Country,Year,Manufacturer,EV_Sales_(USD),Charging_Stations,EV_Market_Share(%),Total_Vehicles_Sold,EV_Type,GDP_per_Capita,Govt_Incentives
Usa,2019,BYD,47382.0,1954.0,8.07,54355.0,PHEV,47215.0,YES
Norway,2019,BMW,49126.0,4989.0,9.04,55647.0,PHEV,13891.0,NO
China,2021,Chevrolet,17295.0,1941.0,11.15,29304.0,BEV,45291.0,NO
Norway,2016,BMW,48796.0,2934.0,7.44,137434.0,HEV,35828.0,YES
Uk,2023,Kia,23765.0,185.0,25.64,99810.0,PHEV,46532.0,YES
Germany,2022,Nissan,30230.0,2675.0,13.9,97181.0,HEV,25172.0,NO
India,2017,Hyundai,3184.0,3376.0,5.14,10364.0,BEV,47779.0,NO
Uk,2019,Renault,3059.0,4954.0,11.96,60127.0,HEV,19113.0,YES
Germany,2016,Nissan,43361.0,4769.0,1.27,46944.0,BEV,27250.0,YES
Norway,2021,Ford,3555.0,1668.0,4.02,65087.0,BEV,10933.0,NO
Usa,2017,Hyundai,44656.0,3341.0,18.93,80410.0,PHEV,37312.0,YES
China,2019,Volkswagen,23863.0,711.0,28.01,104814.0,HEV,57414.0,YES
Usa,2022,Volkswagen,47552.0,4270.0,17.41,52435.0,PHEV,32712.0,YES
France,2024,Renault,19824.0,1830.0,10.58,114731.0,HEV,37139.0,NO
Germany,2019,Volkswagen,41795.0,1934.0,29.46,139735.0,PHEV,29436.0,NO
China,2017,Chevrolet,3288.0,4135.0,5.31,45822.0,BEV,43973.0,YES
Usa,2019,Tesla,40474.0,1030.0,3.0,92587.0,HEV,16770.0,NO
India,2022,Renault,41297.0,299.0,8.91,118876.0,BEV,10570.0,NO
France,2021,Volkswagen,7386.0,1968.0,21.37,76105.0,PHEV,4774.0,NO
Norway,2021,Volkswagen,29518.0,3929.0,13.45,64063.0,BEV,3566.0,YES
Netherlands,2021,Nissan,43363.0,2771.0,4.13,117303.0,HEV,68117.0,YES
Norway,2024,Volkswagen,31345.0,2630.0,19.43,90517.0,HEV,3673.0,YES
Germany,2020,Renault,38561.0,1728.0,5.91,92491.0,BEV,35608.0,YES
Germany,2023,BYD,17420.0,3315.0,9.92,60544.0,PHEV,8587.0,YES
Japan,2023,BYD,4027.0,309.0,28.67,74526.0,PHEV,38455.0,YES
France,2023,Nissan,37439.0,3869.0,23.36,107670.0,BEV,75648.0,NO
France,2015,Nissan,32559.0,1533.0,14.33,88842.0,PHEV,64853.0,YES
China,2016,Hyundai,20501.0,2710.0,1.84,85384.0,PHEV,59147.0,NO
Japan,2023,Renault,13839.0,3376.0,12.13,44382.0,PHEV,36930.0,NO
Japan,2018,Tesla,29544.0,4955.0,22.56,93305.0,BEV,72484.0,NO
Germany,2016,Renault,47961.0,1815.0,24.88,74973.0,PHEV,64696.0,YES
Netherlands,2020,Hyundai,2362.0,1812.0,14.46,47753.0,HEV,74855.0,YES
Netherlands,2022,Kia,23085.0,2614.0,26.61,38982.0,HEV,22291.0,NO
China,2022,Hyundai,33326.0,4266.0,10.66,38833.0,BEV,29854.0,YES
Norway,2016,BYD,48020.0,3955.0,28.22,141834.0,PHEV,41185.0,NO
Netherlands,2016,Kia,25572.0,1376.0,28.8,52999.0,BEV,56535.0,NO
France,2018,Volkswagen,44590.0,2854.0,4.74,96231.0,BEV,14607.0,YES
Norway,2024,Volkswagen,47850.0,3733.0,22.15,130945.0,BEV,45963.0,YES
Japan,2022,BMW,6191.0,3542.0,21.73,90654.0,HEV,44114.0,YES
Germany,2015,Kia,13982.0,2115.0,12.15,22067.0,HEV,28937.0,YES
Canada,2022,Tesla,21063.0,1150.0,22.84,29449.0,HEV,60150.0,NO
Japan,2016,Volkswagen,25153.790504451037,3183.0,14.07,75377.24470820969,BEV,50810.0,YES
China,2021,Kia,11530.0,4956.0,22.22,28176.0,PHEV,29812.0,NO
France,2024,Ford,39766.0,3051.0,5.94,57260.0,PHEV,22571.0,NO
China,2022,Hyundai,19818.0,2212.0,28.64,28408.0,PHEV,35850.0,NO
Netherlands,2017,Ford,25153.790504451037,3952.0,16.98,75377.24470820969,PHEV,16058.0,YES
China,2021,Hyundai,14801.0,2473.0,21.15,54135.0,HEV,44525.0,YES
China,2016,Ford,41486.0,2284.0,4.76,107422.0,BEV,30519.0,NO
Uk,2022,Volkswagen,26204.0,4123.0,12.77,103068.0,HEV,56881.0,YES
Netherlands,2015,Hyundai,25232.0,1299.0,25.64,31952.0,BEV,60115.0,NO
Netherlands,2020,Ford,18706.0,1369.0,11.49,26677.0,HEV,57577.0,YES
Usa,2021,Kia,10007.0,4047.0,1.94,98709.0,BEV,79694.0,NO
India,2023,Kia,26274.0,2926.0,27.53,84212.0,BEV,69498.0,YES
Uk,2016,Renault,25153.790504451037,2919.0,29.84,75377.24470820969,HEV,16993.0,YES
India,2017,Tesla,27359.0,4504.0,2.85,55459.0,HEV,63284.0,YES
Uk,2022,BYD,46978.0,4626.0,10.05,96522.0,PHEV,19050.0,YES
China,2024,Nissan,12642.0,993.0,5.22,85229.0,HEV,5115.0,NO
Canada,2022,Renault,32920.0,2425.0,6.55,108536.0,BEV,68419.0,YES
Usa,2024,Tesla,5321.0,3832.0,7.7,28328.0,BEV,3477.0,NO
Usa,2024,Renault,13635.0,1473.0,13.22,89673.0,HEV,30236.0,YES
India,2016,Nissan,868.0,1273.0,10.47,74966.0,BEV,8139.0,YES
Netherlands,2020,BMW,27641.0,1828.0,18.38,30528.0,PHEV,12975.0,YES
Norway,2016,Tesla,49711.0,554.0,23.33,97034.0,HEV,51382.0,YES
Norway,2018,BYD,24426.0,568.0,22.51,47873.0,PHEV,75397.0,NO
Japan,2017,Hyundai,25333.0,1080.0,15.49,47863.0,PHEV,48060.0,YES
Uk,2023,Nissan,16256.0,4032.0,19.39,82466.0,PHEV,8288.0,YES
China,2021,Volkswagen,9492.0,1495.0,23.11,60316.0,BEV,78702.0,YES
France,2016,Kia,28565.0,4432.0,19.11,58866.0,HEV,56267.0,YES
Netherlands,2015,Renault,4394.0,3856.0,28.92,47548.0,BEV,52176.0,YES
India,2017,Hyundai,35213.0,356.0,29.22,113694.0,BEV,42573.0,YES
India,2022,Nissan,40399.0,115.0,29.43,114646.0,HEV,13105.0,YES
India,2018,Hyundai,30646.0,3878.0,7.51,92910.0,HEV,76596.0,YES
Uk,2024,Hyundai,5933.0,1448.0,11.38,28227.0,PHEV,71096.0,YES
Canada,2019,Volkswagen,47463.0,4903.0,8.04,71647.0,PHEV,36175.0,YES
Netherlands,2017,Chevrolet,25153.790504451037,3801.0,15.04,75377.24470820969,PHEV,52998.0,YES
India,2015,Kia,39776.0,3321.0,18.62,73670.0,PHEV,22990.0,YES
Usa,2023,Tesla,43080.0,3329.0,6.79,76267.0,BEV,70914.0,YES
Usa,2017,Tesla,25153.790504451037,2131.0,29.92,75377.24470820969,HEV,2420.0,NO
China,2021,Tesla,47940.0,350.0,23.21,92893.0,BEV,5987.0,NO
Uk,2024,Hyundai,25153.790504451037,1496.0,22.37,75377.24470820969,HEV,39180.0,YES
Japan,2018,Hyundai,25808.0,3488.0,2.86,116590.0,BEV,30681.0,YES
Germany,2023,Hyundai,8823.0,1867.0,13.03,101177.0,PHEV,61832.0,YES
France,2020,Volkswagen,25747.0,514.0,23.86,118120.0,HEV,9484.0,YES
Canada,2016,BMW,42519.0,2313.0,8.15,56838.0,PHEV,60432.0,NO
Usa,2024,BMW,7400.0,2170.0,5.36,64885.0,PHEV,63293.0,YES
Uk,2019,Hyundai,6721.0,728.0,27.15,92908.0,HEV,54649.0,NO
Usa,2015,Nissan,25153.790504451037,73.0,26.6,75377.24470820969,HEV,49169.0,NO
Norway,2018,Tesla,872.0,4037.0,13.06,20770.0,BEV,51083.0,YES
Germany,2024,Hyundai,24355.0,2000.0,23.86,99444.0,BEV,6383.0,YES
Norway,2016,BMW,10337.0,552.0,3.52,84865.0,BEV,27817.0,NO
India,2022,Kia,25153.790504451037,661.0,11.78,75377.24470820969,PHEV,71278.0,YES
India,2015,Tesla,10788.0,812.0,8.87,29852.0,PHEV,76335.0,NO
India,2019,Ford,4022.0,2067.0,26.14,19581.0,PHEV,14692.0,YES
China,2017,Nissan,25153.790504451037,3622.0,1.52,75377.24470820969,PHEV,17972.0,YES
China,2020,Tesla,42030.0,3014.0,3.29,110208.0,PHEV,2365.0,NO
Norway,2022,Renault,34303.0,4581.0,16.62,55403.0,HEV,18460.0,NO
Japan,2018,Hyundai,24487.0,4311.0,25.82,93985.0,PHEV,5840.0,YES
Netherlands,2020,Nissan,21033.0,4080.0,11.7,27955.0,HEV,25919.0,NO
Netherlands,2024,Hyundai,27008.0,712.0,13.88,95442.0,BEV,25774.0,NO
Germany,2020,Tesla,18538.0,601.0,27.88,32807.0,HEV,69577.0,NO
Norway,2020,Tesla,17051.0,4389.0,7.82,90554.0,HEV,61614.0,YES
India,2022,Tesla,17905.0,2003.0,17.38,77764.0,BEV,45630.0,NO
India,2021,Tesla,38202.0,2969.0,10.75,102907.0,PHEV,70810.0,NO
France,2019,Ford,28698.0,192.0,15.59,88811.0,BEV,46760.0,NO
India,2020,Hyundai,35776.0,3836.0,12.63,110384.0,HEV,14348.0,NO
Canada,2015,Tesla,26511.0,2413.0,13.93,90939.0,PHEV,13516.0,YES
Japan,2015,Kia,33996.0,1297.0,22.13,43748.0,PHEV,67911.0,YES
Canada,2018,Nissan,15470.0,2516.0,10.84,34008.0,HEV,13657.0,YES
Norway,2019,Nissan,18343.0,4716.0,6.55,82818.0,HEV,43180.0,NO
Netherlands,2020,Nissan,19040.0,3301.0,20.02,28951.0,PHEV,41254.0,NO
Uk,2023,Kia,44539.0,4741.0,12.7,92348.0,BEV,33205.0,YES
Uk,2019,Ford,12065.0,134.0,26.79,62991.0,BEV,12112.0,YES
Japan,2017,Hyundai,6439.0,999.0,18.1,14869.0,PHEV,27328.0,YES
Netherlands,2015,Tesla,11651.0,2463.0,25.51,40315.0,BEV,7780.0,NO
Usa,2021,Kia,3831.0,4038.0,12.88,28596.0,BEV,64726.0,YES
Canada,2019,Chevrolet,37543.0,1717.0,6.85,117634.0,PHEV,11004.0,NO
India,2015,BMW,38690.0,4436.0,27.83,39937.0,PHEV,21762.0,YES
Canada,2019,Ford,46866.0,2089.0,2.13,109835.0,HEV,30052.0,NO
Canada,2017,Renault,49714.0,4233.0,21.75,119255.0,HEV,69858.0,NO
France,2018,Tesla,16508.0,304.0,9.17,67542.0,HEV,34161.0,YES
Canada,2020,Volkswagen,3239.0,3477.0,17.58,65553.0,PHEV,54626.0,YES
France,2019,Kia,13694.0,4241.0,11.88,81631.0,PHEV,9086.0,YES
Norway,2017,Volkswagen,34173.0,539.0,26.68,82942.0,HEV,56878.0,YES
China,2016,Nissan,46102.0,2495.0,29.38,106604.0,HEV,53545.0,YES
Usa,2022,Nissan,29795.0,1998.0,14.9,77437.0,BEV,10185.0,NO
Norway,2022,Chevrolet,16939.0,1766.0,14.97,113103.0,BEV,71272.0,YES
China,2022,Volkswagen,35877.0,3919.0,23.48,101562.0,HEV,1794.0,NO
Japan,2017,Volkswagen,18445.0,1193.0,3.16,43252.0,HEV,11856.0,YES
China,2024,Ford,38267.0,3572.0,6.56,81522.0,BEV,37389.0,YES
China,2023,Renault,4706.0,1048.0,22.85,26603.0,BEV,5370.0,NO
Japan,2024,BMW,41086.0,3540.0,23.61,114066.0,BEV,69551.0,YES
France,2019,Chevrolet,4734.0,4966.0,14.81,14260.0,BEV,73378.0,NO
Canada,2018,Ford,5929.0,4449.0,9.86,45589.0,HEV,78313.0,YES
Usa,2016,Kia,39213.0,4366.0,24.11,102312.0,HEV,63848.0,YES
Usa,2024,Kia,19282.0,37.0,9.4,98737.0,HEV,41068.0,NO
Norway,2018,Renault,2927.0,1635.0,20.9,62581.0,PHEV,37123.0,NO
Germany,2015,Kia,47321.0,3730.0,29.94,96875.0,PHEV,44034.0,YES
France,2022,Hyundai,22120.0,98.0,18.08,69934.0,HEV,58465.0,YES
Canada,2018,Tesla,47473.0,4971.0,12.76,122896.0,HEV,79871.0,YES
Uk,2022,Volkswagen,6677.0,256.0,11.78,68122.0,HEV,44056.0,YES
Canada,2023,Volkswagen,18907.0,4843.0,5.24,26546.0,BEV,3478.0,NO
India,2017,Renault,46971.0,2261.0,11.55,80895.0,BEV,24382.0,YES
France,2015,Renault,27149.0,4073.0,18.43,110829.0,BEV,75501.0,NO
Norway,2015,Chevrolet,23291.0,1562.0,4.62,40928.0,BEV,25269.0,NO
China,2024,Renault,18453.0,3228.0,7.03,75488.0,PHEV,13405.0,YES
Germany,2023,Kia,28312.0,4655.0,9.41,71079.0,PHEV,10973.0,NO
Canada,2023,BMW,24425.0,3673.0,7.45,100032.0,BEV,71624.0,YES
Usa,2016,Volkswagen,49652.0,176.0,20.82,124491.0,HEV,12631.0,NO
China,2015,Ford,1625.0,2651.0,1.86,80955.0,PHEV,75398.0,NO
Norway,2019,Tesla,48362.0,3967.0,29.19,86576.0,HEV,64389.0,YES
Japan,2017,BMW,10658.0,2818.0,19.75,79158.0,PHEV,63167.0,YES
Usa,2019,BMW,17706.0,1447.0,4.75,105801.0,PHEV,64829.0,YES
Canada,2016,Nissan,12728.0,1474.0,12.36,26550.0,PHEV,31070.0,NO
France,2024,BMW,3687.0,1175.0,17.04,44128.0,BEV,40884.0,YES
Netherlands,2017,Volkswagen,26567.0,1669.0,4.07,30629.0,BEV,53214.0,YES
Canada,2024,Hyundai,18954.0,4267.0,7.02,115043.0,BEV,18428.0,YES
Uk,2018,Ford,43247.0,3545.0,13.66,78981.0,PHEV,77084.0,NO
Japan,2020,Ford,21853.0,2260.0,2.54,47570.0,HEV,26579.0,YES
Uk,2022,Kia,27230.0,2024.0,14.57,51333.0,PHEV,54077.0,YES
India,2015,Nissan,29034.0,2745.0,15.49,80520.0,BEV,34435.0,YES
Canada,2016,Ford,36708.0,2758.0,12.56,64491.0,HEV,6403.0,NO
Usa,2023,Tesla,10557.0,110.0,25.59,82071.0,PHEV,11988.0,NO
Canada,2020,Ford,25153.790504451037,3177.0,17.98,75377.24470820969,PHEV,25696.0,YES
Norway,2024,Ford,12129.0,3866.0,7.15,99462.0,HEV,34469.0,YES
Norway,2018,Chevrolet,46572.0,30.0,9.58,82589.0,BEV,11705.0,YES
China,2021,Hyundai,20106.0,1192.0,12.44,56425.0,BEV,58254.0,NO
India,2020,Tesla,35728.0,3746.0,21.59,64569.0,BEV,6334.0,NO
France,2016,Volkswagen,12781.0,2540.0,3.7,29810.0,PHEV,66550.0,YES
China,2017,Tesla,41540.0,3089.0,26.91,90322.0,PHEV,16646.0,YES
Usa,2015,Renault,25855.0,1834.0,15.82,30719.0,PHEV,77197.0,NO
India,2023,Nissan,31862.0,334.0,6.89,111736.0,HEV,56277.0,NO
Norway,2023,Renault,25153.790504451037,2021.0,3.08,75377.24470820969,HEV,12325.0,YES
Netherlands,2019,Chevrolet,19588.0,1204.0,7.91,97391.0,PHEV,16419.0,NO
Germany,2023,Kia,25980.0,4607.0,16.32,105946.0,BEV,64556.0,YES
Norway,2024,Nissan,15499.0,4326.0,27.02,101143.0,HEV,25055.0,NO
India,2022,Renault,7525.0,4367.0,11.48,69681.0,BEV,12326.0,NO
Netherlands,2021,Tesla,29209.0,2365.0,20.15,96642.0,PHEV,1605.0,YES
Japan,2023,Renault,36945.0,4557.0,20.68,70174.0,PHEV,31530.0,YES
Canada,2021,Chevrolet,38524.0,4040.0,29.17,77448.0,PHEV,39541.0,YES
Netherlands,2021,BMW,28398.0,2704.0,12.25,32916.0,PHEV,31982.0,YES
Netherlands,2016,BYD,7275.0,494.0,25.91,55268.0,HEV,23765.0,NO
China,2024,Kia,46320.0,3648.0,3.45,51506.0,BEV,17722.0,YES
Germany,2022,BYD,43121.0,4274.0,1.23,72391.0,HEV,49311.0,NO
Netherlands,2024,Hyundai,41629.0,4243.0,12.88,72722.0,BEV,57636.0,YES
Uk,2018,Kia,3110.0,2483.0,21.39,8914.0,PHEV,35058.0,YES
Japan,2016,Volkswagen,25153.790504451037,2045.0,25.38,75377.24470820969,PHEV,60529.0,NO
Canada,2016,Nissan,31834.0,1698.0,19.02,72274.0,HEV,64118.0,NO
Netherlands,2024,Chevrolet,13285.0,2825.0,28.45,78927.0,HEV,52169.0,YES
Germany,2020,Ford,7173.0,1752.0,6.01,53214.0,HEV,4534.0,NO
Canada,2022,Volkswagen,15185.0,2792.0,8.83,72495.0,HEV,2634.0,NO
Norway,2020,Renault,4364.0,1077.0,22.6,78171.0,PHEV,78364.0,NO
Uk,2022,BMW,47400.0,4012.0,7.3,115770.0,HEV,55470.0,YES
Canada,2021,Tesla,48394.0,2363.0,10.31,126062.0,BEV,9203.0,YES
Norway,2018,BYD,10822.0,3113.0,23.76,34069.0,HEV,18340.0,NO
Canada,2022,Tesla,46835.0,250.0,3.68,82558.0,BEV,76740.0,YES
Usa,2024,Renault,5491.0,4075.0,27.16,58446.0,BEV,45863.0,NO
Germany,2020,Nissan,17908.0,610.0,17.81,72754.0,PHEV,36794.0,NO
France,2019,Hyundai,13744.0,228.0,6.05,40046.0,BEV,24536.0,YES
Japan,2021,Kia,25153.790504451037,4623.0,8.17,75377.24470820969,PHEV,6456.0,NO
Usa,2022,Ford,47254.0,441.0,13.64,143862.0,BEV,75675.0,YES
Germany,2019,Kia,30560.0,3917.0,7.71,87260.0,BEV,3539.0,YES
India,2023,BYD,43573.0,400.0,28.63,102397.0,BEV,13281.0,NO
Japan,2018,Chevrolet,15620.0,1764.0,29.9,93047.0,BEV,27111.0,YES
Uk,2024,BMW,39275.0,532.0,15.56,124447.0,PHEV,5837.0,NO
Japan,2024,Ford,12301.0,287.0,27.19,54217.0,PHEV,14065.0,YES
Netherlands,2019,Ford,25153.790504451037,4524.0,22.41,75377.24470820969,BEV,37388.0,YES
Usa,2017,Nissan,11131.0,949.0,21.18,60885.0,BEV,6094.0,NO
China,2023,Ford Inc,49346.0,3373.0,1.58,78294.0,HEV,47908.0,YES
India,2019,BMW,23615.0,1242.0,26.81,71698.0,PHEV,60417.0,NO
Canada,2023,Chevrolet,24281.0,3073.0,10.93,65304.0,HEV,5236.0,NO
Germany,2017,Chevrolet,2439.0,3866.0,3.6,84901.0,PHEV,31100.0,YES
France,2020,BMW,1860.0,3746.0,2.36,80390.0,HEV,25941.0,NO
China,2024,Ford,25153.790504451037,2965.0,2.35,75377.24470820969,HEV,60347.0,NO
Norway,2018,Renault,11593.0,267.0,6.35,102973.0,HEV,50823.0,YES
Netherlands,2023,Chevrolet,20522.0,244.0,19.3,90265.0,BEV,3400.0,YES
Usa,2020,Ford,10109.0,4380.0,12.37,100519.0,PHEV,61598.0,YES
Japan,2022,Kia,41008.0,449.0,24.03,137087.0,HEV,67186.0,YES
Japan,2015,Volkswagen,32889.0,43.0,1.78,53305.0,HEV,79655.0,YES
Germany,2016,Kia,8144.0,1120.0,28.75,89096.0,HEV,54662.0,NO
India,2021,Tesla,49487.0,1266.0,1.64,66289.0,HEV,61646.0,YES
Netherlands,2018,Volkswagen,22153.0,2721.0,9.77,66541.0,BEV,35600.0,YES
Netherlands,2020,Nissan,18908.0,3356.0,22.92,63779.0,PHEV,48165.0,YES
India,2015,BMW,31747.0,4967.0,15.6,62242.0,HEV,72744.0,NO
Germany,2015,Kia,805.0,1394.0,10.1,19763.0,HEV,67408.0,YES
Usa,2022,Hyundai,25153.790504451037,4452.0,13.34,75377.24470820969,BEV,4667.0,NO
Uk,2022,Nissan,18160.0,552.0,27.27,113308.0,PHEV,41499.0,YES
Usa,2015,Chevrolet,28515.0,593.0,6.65,104189.0,PHEV,37241.0,NO
Japan,2015,Ford,20187.0,2457.0,17.57,38861.0,PHEV,13413.0,YES
India,2023,Hyundai,48437.0,511.0,21.04,131743.0,PHEV,42371.0,NO
Uk,2024,BYD,37136.0,1348.0,9.29,110309.0,HEV,50504.0,YES
Usa,2018,Renault,30455.0,3819.0,22.11,86586.0,PHEV,28653.0,NO
Netherlands,2022,Ford,22907.0,3611.0,23.68,33977.0,HEV,40025.0,YES
Netherlands,2019,Hyundai,25153.790504451037,1021.0,9.36,75377.24470820969,BEV,1797.0,YES
Netherlands,2019,BYD,40389.0,3694.0,4.43,54058.0,BEV,22085.0,YES
Germany,2020,Hyundai,29287.0,518.0,13.52,80902.0,PHEV,78090.0,YES
Uk,2018,Volkswagen,38139.0,4445.0,12.88,57084.0,PHEV,57964.0,NO
Norway,2021,BYD,39554.0,3182.0,17.22,50488.0,HEV,46530.0,NO
Uk,2022,Ford,11050.0,4034.0,10.0,62192.0,BEV,68656.0,NO
China,2016,BYD,30589.0,4974.0,10.0,50493.0,HEV,30684.0,NO
Uk,2015,Volkswagen,11716.0,1418.0,15.29,91447.0,BEV,44938.0,YES
India,2018,Nissan,40931.0,1627.0,27.82,82841.0,PHEV,23761.0,YES
Canada,2023,Tesla,25492.0,1398.0,3.26,71939.0,PHEV,11786.0,YES
Uk,2023,Renault,46280.0,1756.0,19.36,143724.0,HEV,77587.0,YES
Uk,2019,Chevrolet,25153.790504451037,3988.0,29.41,75377.24470820969,PHEV,51004.0,YES
Japan,2020,BMW,31813.0,1721.0,18.79,126571.0,BEV,49556.0,YES
Uk,2023,Ford,27106.0,246.0,11.64,58373.0,HEV,59369.0,YES
Norway,2023,Kia,17333.0,578.0,14.23,83643.0,PHEV,47729.0,YES
Norway,2019,Hyundai,11018.0,4319.0,3.09,93456.0,BEV,26545.0,NO
Japan,2015,Chevrolet,3845.0,2495.0,7.51,14487.0,HEV,65533.0,NO
India,2019,Kia,7535.0,4240.0,26.76,32118.0,PHEV,23105.0,YES
Uk,2015,Kia,12744.0,1718.0,22.34,25462.0,PHEV,44997.0,YES
India,2018,Kia,31928.0,4001.0,12.99,83137.0,BEV,48351.0,NO
China,2022,BMW,41501.0,4906.0,29.56,95186.0,PHEV,36386.0,NO
Usa,2015,Chevrolet,9862.0,3708.0,15.14,83440.0,HEV,26286.0,NO
Usa,2022,Renault,11891.0,2433.0,9.24,94667.0,PHEV,20282.0,YES
Norway,2020,Hyundai,22959.0,2057.0,16.41,84897.0,BEV,2722.0,YES
China,2022,Volkswagen,37320.0,1661.0,9.98,72866.0,HEV,66030.0,NO
France,2017,Nissan,25153.790504451037,2592.0,17.9,75377.24470820969,BEV,62338.0,YES
Japan,2019,BYD,44555.0,4570.0,3.03,121147.0,HEV,1715.0,NO
China,2018,BYD,17775.0,3817.0,7.9,70567.0,HEV,9894.0,NO
India,2021,Nissan,19217.0,2204.0,9.91,45176.0,PHEV,11515.0,YES
India,2022,Nissan,9577.0,1601.0,25.26,64127.0,PHEV,76979.0,NO
Canada,2016,Volkswagen,35851.0,1739.0,18.56,127225.0,HEV,68966.0,NO
Japan,2022,Tesla,40328.0,401.0,27.6,131979.0,PHEV,75843.0,NO
France,2017,Nissan,7209.0,893.0,10.67,43396.0,PHEV,67935.0,YES
Netherlands,2024,Volkswagen,21637.0,99.0,18.22,101623.0,PHEV,70726.0,NO
Japan,2024,Chevrolet,25153.790504451037,1664.0,2.88,75377.24470820969,HEV,24937.0,YES
Japan,2024,Chevrolet,7952.0,375.0,11.27,104673.0,BEV,11564.0,NO
Usa,2023,Nissan,48010.0,528.0,24.86,52720.0,BEV,64564.0,NO
Norway,2021,Nissan,39895.0,280.0,8.67,134545.0,HEV,24074.0,YES
Canada,2023,BMW,21698.0,1017.0,7.68,70766.0,HEV,17560.0,YES
Germany,2015,Tesla,43781.0,1724.0,23.08,83719.0,BEV,36391.0,NO
France,2023,Hyundai,42366.0,3531.0,27.43,85179.0,BEV,67042.0,NO
Germany,2024,Nissan,34577.0,4728.0,11.69,111346.0,HEV,11726.0,NO
Usa,2015,Chevrolet,27268.0,765.0,10.38,73050.0,BEV,20958.0,YES
Uk,2019,BYD,48137.0,639.0,22.83,94011.0,PHEV,41197.0,YES
Germany,2024,Hyundai,9596.0,2627.0,27.06,36214.0,BEV,10868.0,YES
Germany,2023,Hyundai,22382.0,4265.0,11.33,83846.0,HEV,30470.0,NO
Netherlands,2016,Kia Inc,44946.0,2716.0,23.2,84134.0,BEV,34375.0,NO
Netherlands,2022,Chevrolet,6174.0,3435.0,11.11,96450.0,HEV,36162.0,YES
France,2020,BYD,11551.0,4906.0,29.12,67992.0,HEV,62401.0,NO
China,2022,Kia,25153.790504451037,1501.0,13.8,75377.24470820969,BEV,32518.0,YES
Canada,2023,Volkswagen,35316.0,4215.0,28.46,64846.0,BEV,1893.0,YES
Germany,2022,Nissan,46311.0,4158.0,8.85,60924.0,PHEV,7087.0,NO
Germany,2015,Hyundai,36201.0,2291.0,26.35,66823.0,PHEV,42989.0,NO
France,2017,BMW,6601.0,1841.0,9.81,41147.0,HEV,4475.0,NO
Norway,2021,Volkswagen,19117.0,1662.0,10.82,99627.0,BEV,47492.0,NO
China,2022,Volkswagen,43973.0,3176.0,8.72,53720.0,HEV,21250.0,YES
France,2023,BMW,25153.790504451037,365.0,3.9,75377.24470820969,BEV,78737.0,NO
Usa,2020,Chevrolet,10596.0,2046.0,17.76,95934.0,PHEV,48381.0,YES
Norway,2015,BMW,19447.0,2961.0,2.92,102636.0,PHEV,40387.0,YES
Usa,2024,Hyundai,22531.0,937.0,4.41,28086.0,PHEV,47095.0,YES
Netherlands,2019,Ford,1542.0,4198.0,23.04,12775.0,PHEV,4088.0,YES
Japan,2019,Volkswagen,2146.0,4945.0,23.72,18599.0,PHEV,53233.0,NO
Norway,2020,Tesla,35015.0,758.0,4.28,101015.0,HEV,62993.0,YES
Germany,2016,BYD,983.0,461.0,11.43,66257.0,HEV,14386.0,YES
China,2019,Kia,30178.0,1813.0,27.87,92239.0,HEV,67930.0,YES
Netherlands,2021,Volkswagen,48352.0,2431.0,3.01,68819.0,PHEV,25504.0,NO
Uk,2020,Renault,11480.0,1854.0,19.94,96903.0,PHEV,23975.0,YES
Uk,2024,Kia,19949.0,3651.0,12.07,39553.0,PHEV,61140.0,YES
France,2019,BMW,25862.0,3377.0,6.94,77912.0,BEV,8697.0,NO
Japan,2024,BMW,23575.0,4513.0,20.62,53310.0,PHEV,32293.0,NO
Canada,2016,Kia,39509.0,3032.0,8.34,107311.0,HEV,54448.0,YES
Uk,2016,Chevrolet,4477.0,3554.0,14.27,18217.0,PHEV,65745.0,YES
India,2021,Tesla,8291.0,495.0,16.18,46732.0,BEV,1337.0,YES
Germany,2022,BYD,25936.0,2013.0,20.12,78130.0,HEV,45388.0,YES
Usa,2017,Volkswagen,23823.0,1889.0,2.51,92483.0,PHEV,32536.0,YES
Canada,2016,Tesla,49802.0,1669.0,25.88,123537.0,HEV,15133.0,YES
Usa,2022,Tesla,29071.0,2425.0,4.2,79812.0,BEV,22871.0,YES
Usa,2023,Hyundai,6723.0,1205.0,25.08,88098.0,BEV,64196.0,NO
Uk,2016,Nissan,41277.0,2898.0,15.17,123590.0,BEV,33544.0,YES
Usa,2019,Chevrolet,19251.0,3353.0,12.2,51377.0,BEV,20481.0,YES
Norway,2023,BMW,26336.0,1343.0,8.38,50885.0,HEV,69872.0,NO
Germany,2022,Ford,8657.0,3094.0,29.84,47138.0,HEV,68967.0,YES
Netherlands,2015,Hyundai,34284.0,651.0,5.69,68492.0,HEV,18522.0,YES
India,2020,Renault,47902.0,924.0,9.42,96656.0,HEV,46102.0,NO
Germany,2023,BYD,14540.0,3431.0,4.62,101610.0,PHEV,35968.0,NO
France,2023,Hyundai,21435.0,45.0,15.39,69311.0,PHEV,68482.0,YES
Usa,2018,BMW,37224.0,4361.0,13.18,107085.0,BEV,9699.0,NO
China,2018,Chevrolet,25153.790504451037,4824.0,10.67,75377.24470820969,PHEV,14489.0,YES
India,2020,Kia,46616.0,2046.0,16.33,102912.0,PHEV,35512.0,YES
